"Anno";"Mes";"Nombre";"Gasto"
2019;8;"Duarte-Estrada, Roberta";1001683,46714064
2020;8;"Duarte-Estrada, Roberta";1001572,76373558
2021;8;"Duarte-Estrada, Roberta";1002732,91275336
2017;9;"Duarte-Estrada, Roberta";1002419,59651643
2018;9;"Duarte-Estrada, Roberta";1001119,06322008
2019;9;"Duarte-Estrada, Roberta";1000686,76093695
2020;9;"Duarte-Estrada, Roberta";1004972,5340584
2021;9;"Duarte-Estrada, Roberta";1000557,37456426
2017;10;"Duarte-Estrada, Roberta";1007741,10507334
2018;10;"Duarte-Estrada, Roberta";1002228,90577602
2019;10;"Duarte-Estrada, Roberta";1004276,25615757
2020;10;"Duarte-Estrada, Roberta";1000428,87191144
2021;10;"Duarte-Estrada, Roberta";1002077,37245771
2017;11;"Duarte-Estrada, Roberta";1029664,0678548
2018;11;"Duarte-Estrada, Roberta";1002798,64777449
2019;11;"Duarte-Estrada, Roberta";1002470,26870773
2020;11;"Duarte-Estrada, Roberta";1000995,7416004
2021;11;"Duarte-Estrada, Roberta";1000254,91633825
2017;12;"Duarte-Estrada, Roberta";1010124,26086273
2018;12;"Duarte-Estrada, Roberta";1000616,71221222
2019;12;"Duarte-Estrada, Roberta";1005096,9955581
2020;12;"Duarte-Estrada, Roberta";1002700,01878282
2021;12;"Duarte-Estrada, Roberta";1001022,96144241
2017;1;"Rodriguez, Iridiana";1000078,69558587
2018;1;"Rodriguez, Iridiana";1000205,71790722
2019;1;"Rodriguez, Iridiana";1014382,79603079
2020;1;"Rodriguez, Iridiana";1000321,99773741
2021;1;"Rodriguez, Iridiana";1001542,77595701
2017;2;"Rodriguez, Iridiana";1000592,87074962
2018;2;"Rodriguez, Iridiana";1000927,76713099
2019;2;"Rodriguez, Iridiana";1000236,35969279
2020;2;"Rodriguez, Iridiana";1004868,94541323
2021;2;"Rodriguez, Iridiana";1000565,41760082
2017;3;"Rodriguez, Iridiana";1000154,26319929
2018;3;"Rodriguez, Iridiana";1000709,10990033
2019;3;"Rodriguez, Iridiana";1000897,06871763
2020;3;"Rodriguez, Iridiana";1000394,58279093
2021;3;"Rodriguez, Iridiana";1000791,15651173
2017;4;"Rodriguez, Iridiana";1000273,5501363
2018;4;"Rodriguez, Iridiana";1000400,70548101
2019;4;"Rodriguez, Iridiana";1002740,44745368
2020;4;"Rodriguez, Iridiana";1000199,8751141
2021;4;"Rodriguez, Iridiana";1004878,86148921
2017;5;"Rodriguez, Iridiana";1002634,16434929
2018;5;"Rodriguez, Iridiana";1000440,89327374
2019;5;"Rodriguez, Iridiana";1146029,46081697
2020;5;"Rodriguez, Iridiana";1002250,90421397
2021;5;"Rodriguez, Iridiana";1001666,93401235
2017;6;"Rodriguez, Iridiana";1000288,08684148
2018;6;"Rodriguez, Iridiana";1000246,70918712
2019;6;"Rodriguez, Iridiana";1000773,2059393
2020;6;"Rodriguez, Iridiana";1000887,24713276
2021;6;"Rodriguez, Iridiana";1002286,84075865
2017;7;"Rodriguez, Iridiana";1000781,62319761
2018;7;"Rodriguez, Iridiana";1000645,95852682
2019;7;"Rodriguez, Iridiana";1003478,29298572
2020;7;"Rodriguez, Iridiana";1000804,24441431
2021;7;"Rodriguez, Iridiana";1001009,12544202
2017;8;"Rodriguez, Iridiana";1000321,73048634
2018;8;"Rodriguez, Iridiana";1008577,97285116
2019;8;"Rodriguez, Iridiana";1000288,1486682
2020;8;"Rodriguez, Iridiana";1021157,46867044
2021;8;"Rodriguez, Iridiana";1000310,50085878
2017;9;"Rodriguez, Iridiana";1000598,02458991
2018;9;"Rodriguez, Iridiana";1000640,92434931
2019;9;"Rodriguez, Iridiana";1004935,9795635
2020;9;"Rodriguez, Iridiana";1000500,05170697
2021;9;"Rodriguez, Iridiana";1004085,09739893
2017;10;"Rodriguez, Iridiana";1001349,4165332
2018;10;"Rodriguez, Iridiana";1016581,86370745
2019;10;"Rodriguez, Iridiana";1021123,16014816
2020;10;"Rodriguez, Iridiana";1011208,99957263
2021;10;"Rodriguez, Iridiana";1000785,33060329
2017;11;"Rodriguez, Iridiana";1000253,15460118
2018;11;"Rodriguez, Iridiana";1002463,71047815
2019;11;"Rodriguez, Iridiana";1001066,78096799
2020;11;"Rodriguez, Iridiana";1001524,05189752
2021;11;"Rodriguez, Iridiana";1008392,11710356
2017;12;"Rodriguez, Iridiana";1043537,95713279
2018;12;"Rodriguez, Iridiana";1000504,7586203
2019;12;"Rodriguez, Iridiana";1000297,36241029
2020;12;"Rodriguez, Iridiana";1000648,83274157
2021;12;"Rodriguez, Iridiana";1000827,9778727
2017;1;"Acosta, Monica";1000487,35265024
2018;1;"Acosta, Monica";1000341,22475341
2019;1;"Acosta, Monica";1002146,61326748
2020;1;"Acosta, Monica";1000719,56905894
2021;1;"Acosta, Monica";1000224,43217352
2017;2;"Acosta, Monica";1000433,11286176
2018;2;"Acosta, Monica";1003743,04961976
2019;2;"Acosta, Monica";1001778,01040619
2020;2;"Acosta, Monica";1011806,11321726
2021;2;"Acosta, Monica";1000388,23568902
2017;3;"Acosta, Monica";1055810,36408415
2018;3;"Acosta, Monica";1000416,73913563
2019;3;"Acosta, Monica";1002656,6100635
2020;3;"Acosta, Monica";1000206,285316
2021;3;"Acosta, Monica";1000989,96281217
2017;4;"Acosta, Monica";1005697,21567879
2018;4;"Acosta, Monica";1000757,89596706
2019;4;"Acosta, Monica";1000867,40329543
2020;4;"Acosta, Monica";1000385,54969238
2021;4;"Acosta, Monica";1003790,35862525
2017;5;"Acosta, Monica";1000782,53456868
2018;5;"Acosta, Monica";1003277,51709791
2019;5;"Acosta, Monica";1000827,48071253
2020;5;"Acosta, Monica";1003266,48377679
2021;5;"Acosta, Monica";1000934,05515308
2017;6;"Acosta, Monica";1006428,23929686
2018;6;"Acosta, Monica";1004800,79588527
2019;6;"Acosta, Monica";1003374,09264428
2020;6;"Acosta, Monica";1003324,1624674
2021;6;"Acosta, Monica";1003890,99752884
2017;7;"Acosta, Monica";1000171,04698156
2018;7;"Acosta, Monica";1000417,64283266
2019;7;"Acosta, Monica";1000623,36109997
2020;7;"Acosta, Monica";1000579,28743935
2021;7;"Acosta, Monica";1003152,49125964
2017;8;"Acosta, Monica";1000483,57005558
2018;8;"Acosta, Monica";1164247,94879867
2019;8;"Acosta, Monica";1002176,46317097
2020;8;"Acosta, Monica";1002618,99661037
2021;8;"Acosta, Monica";1000167,19109948
2017;9;"Acosta, Monica";1001838,04266978
2018;9;"Acosta, Monica";1000423,92696074
2019;9;"Acosta, Monica";1000848,69886302
2020;9;"Acosta, Monica";1000614,01531909
2021;9;"Acosta, Monica";1000457,78615425
2017;10;"Acosta, Monica";1002322,17820683
2018;10;"Acosta, Monica";1001657,50378498
2019;10;"Acosta, Monica";1000260,7625434
2020;10;"Acosta, Monica";1000287,46766999
2021;10;"Acosta, Monica";1001700,44133074
2017;11;"Acosta, Monica";1015313,74088972
2018;11;"Acosta, Monica";1011559,06218203
2019;11;"Acosta, Monica";1001627,49723357
2020;11;"Acosta, Monica";1006033,74979051
2021;11;"Acosta, Monica";1000576,89832522
2017;12;"Acosta, Monica";1006824,8916524
2018;12;"Acosta, Monica";1000649,4484638
2019;12;"Acosta, Monica";2964674,65126664
2020;12;"Acosta, Monica";1005735,12088742
2021;12;"Acosta, Monica";1042573,07103262
2017;1;"Bonilla, Debanhi";1000622,76405337
2018;1;"Bonilla, Debanhi";1000700,44593413
2019;1;"Bonilla, Debanhi";1002417,78018545
2020;1;"Bonilla, Debanhi";1079683,09799969
2021;1;"Bonilla, Debanhi";1000260,86529105
2017;2;"Bonilla, Debanhi";1000368,60469134
2018;2;"Bonilla, Debanhi";1009358,10409014
2019;2;"Bonilla, Debanhi";1001473,44943162
2020;2;"Bonilla, Debanhi";1004014,32807666
2021;2;"Bonilla, Debanhi";1074656,4488333
2017;3;"Bonilla, Debanhi";1000405,45937837
2018;3;"Bonilla, Debanhi";1000756,8637917
2019;3;"Bonilla, Debanhi";1001723,70458062
2020;3;"Bonilla, Debanhi";1003582,02475553
2021;3;"Bonilla, Debanhi";1001453,37746044
2017;4;"Bonilla, Debanhi";1000535,83711356
2018;4;"Bonilla, Debanhi";1000195,89831619
2019;4;"Bonilla, Debanhi";1001039,14877825
2020;4;"Bonilla, Debanhi";1000973,42862292
2021;4;"Bonilla, Debanhi";1037161,02007458
2017;5;"Bonilla, Debanhi";1000409,52150453
2018;5;"Bonilla, Debanhi";1014984,19816778
2019;5;"Bonilla, Debanhi";1000682,592319
2020;5;"Bonilla, Debanhi";1001542,62228457
2021;5;"Bonilla, Debanhi";1000829,29592126
2017;6;"Bonilla, Debanhi";1000166,39124618
2018;6;"Bonilla, Debanhi";1001208,19406025
2019;6;"Bonilla, Debanhi";1002120,04607828
2020;6;"Bonilla, Debanhi";1007617,76228679
2021;6;"Bonilla, Debanhi";1000939,44202442
2017;7;"Bonilla, Debanhi";1034033,20146596
2018;7;"Bonilla, Debanhi";1003358,41202038
2019;7;"Bonilla, Debanhi";1086068,03247611
2020;7;"Bonilla, Debanhi";1000356,778568
2021;7;"Bonilla, Debanhi";1006072,90245988
2017;8;"Bonilla, Debanhi";1003027,14777589
2018;8;"Bonilla, Debanhi";1003235,51858982
2019;8;"Bonilla, Debanhi";1000636,35622323
2020;8;"Bonilla, Debanhi";1006089,23261285
2021;8;"Bonilla, Debanhi";1001159,28306583
2017;9;"Bonilla, Debanhi";1001517,67303623
2018;9;"Bonilla, Debanhi";1013923,05882582
2019;9;"Bonilla, Debanhi";1000600,67346674
2020;9;"Bonilla, Debanhi";1013032,13848292
2021;9;"Bonilla, Debanhi";1012464,13073662
2017;10;"Bonilla, Debanhi";1006836,85670046
2018;10;"Bonilla, Debanhi";1000170,50393289
2019;10;"Bonilla, Debanhi";1000492,84097411
2020;10;"Bonilla, Debanhi";1000191,73844183
2021;10;"Bonilla, Debanhi";1000202,33604023
2017;11;"Bonilla, Debanhi";1000171,35732374
2018;11;"Bonilla, Debanhi";1017448,8690668
2019;11;"Bonilla, Debanhi";1001475,23499544
2020;11;"Bonilla, Debanhi";1000340,46050644
2021;11;"Bonilla, Debanhi";1000253,67383589
2017;12;"Bonilla, Debanhi";1002448,64721646
2018;12;"Bonilla, Debanhi";2105822,16687539
2019;12;"Bonilla, Debanhi";1185772,72779498
2020;12;"Bonilla, Debanhi";1009464,57222655
2021;12;"Bonilla, Debanhi";1002668,236587
2017;1;"Santos, Joseph";1000723,67887025
2018;1;"Santos, Joseph";1002177,50828678
2019;1;"Santos, Joseph";1000669,78084448
2020;1;"Santos, Joseph";1000428,26828581
2021;1;"Santos, Joseph";1012182,35721756
2017;2;"Santos, Joseph";1031433,23474545
2018;2;"Santos, Joseph";1002639,60108451
2019;2;"Santos, Joseph";1000114,97779554
2020;2;"Santos, Joseph";1000518,74523034
2021;2;"Santos, Joseph";1005943,87139241
2017;3;"Santos, Joseph";1010192,28531797
2018;3;"Santos, Joseph";1007126,78166434
2019;3;"Santos, Joseph";1189136,60149719
2020;3;"Santos, Joseph";1000341,07695298
2021;3;"Santos, Joseph";1008001,67358989
2017;4;"Santos, Joseph";1000870,13782431
2018;4;"Santos, Joseph";1013241,14116895
2019;4;"Santos, Joseph";1029152,41634089
2020;4;"Santos, Joseph";1000406,29423753
2021;4;"Santos, Joseph";1000428,89499335
2017;5;"Santos, Joseph";1000745,84337505
2018;5;"Santos, Joseph";1000555,43451583
2019;5;"Santos, Joseph";1009319,06767563
2020;5;"Santos, Joseph";1000780,2055651
2021;5;"Santos, Joseph";1001226,55629617
2017;6;"Santos, Joseph";1001367,17575077
2018;6;"Santos, Joseph";1000547,91854994
2019;6;"Santos, Joseph";1000908,94286222
2020;6;"Santos, Joseph";1000849,93301642
2021;6;"Santos, Joseph";1000952,8774588
2017;7;"Santos, Joseph";1000764,95155554
2018;7;"Santos, Joseph";1036632,32385254
2019;7;"Santos, Joseph";1001279,72929217
2020;7;"Santos, Joseph";1000574,7614007
2021;7;"Santos, Joseph";1000549,43214468
2017;8;"Santos, Joseph";1001575,97219536
2018;8;"Santos, Joseph";1001149,22704944
2019;8;"Santos, Joseph";1000809,81218146
2020;8;"Santos, Joseph";1001304,80123074
2021;8;"Santos, Joseph";1001124,60167322
2017;9;"Santos, Joseph";1001652,96195871
2018;9;"Santos, Joseph";1001997,66005142
2019;9;"Santos, Joseph";1000340,47700116
2020;9;"Santos, Joseph";1000634,51388544
2021;9;"Santos, Joseph";1000796,86480695
2017;10;"Santos, Joseph";1001316,53536122
2018;10;"Santos, Joseph";1007557,08774679
2019;10;"Santos, Joseph";1000927,68832502
2020;10;"Santos, Joseph";1000857,60463566
2021;10;"Santos, Joseph";1003227,50153398
2017;11;"Santos, Joseph";1000239,21712795
2018;11;"Santos, Joseph";1003032,08926066
2019;11;"Santos, Joseph";1001332,76179212
2020;11;"Santos, Joseph";1004613,90514069
2021;11;"Santos, Joseph";1000581,6393166
2017;12;"Santos, Joseph";1017287,44974392
2018;12;"Santos, Joseph";1000313,02170443
2019;12;"Santos, Joseph";1000248,2571622
2020;12;"Santos, Joseph";1014879,31901779
2021;12;"Santos, Joseph";1000373,87554555
2017;1;"Martinez, Brendan";1001248,68313484
2018;1;"Martinez, Brendan";1009201,55986014
2019;1;"Martinez, Brendan";1028801,95859762
2020;1;"Martinez, Brendan";1001084,53847181
2021;1;"Martinez, Brendan";1003797,63699608
2017;2;"Martinez, Brendan";1000241,50744526
2018;2;"Martinez, Brendan";1001386,21675489
2019;2;"Martinez, Brendan";1000853,68943483
2020;2;"Martinez, Brendan";1000351,47957789
2021;2;"Martinez, Brendan";1000212,77950274
2017;3;"Martinez, Brendan";1000169,59109992
2018;3;"Martinez, Brendan";1000582,94072828
2019;3;"Martinez, Brendan";1002262,51204637
2020;3;"Martinez, Brendan";1000184,13894404
2021;3;"Martinez, Brendan";1001050,58677884
2017;4;"Martinez, Brendan";1003057,32943328
2018;4;"Martinez, Brendan";1000429,45172103
2019;4;"Martinez, Brendan";1002307,3235915
2020;4;"Martinez, Brendan";1000214,57491661
2021;4;"Martinez, Brendan";1001509,29844039
2017;5;"Martinez, Brendan";1001976,51589593
2018;5;"Martinez, Brendan";1000375,02783399
2019;5;"Martinez, Brendan";1001390,57762229
2020;5;"Martinez, Brendan";1000852,24115333
2021;5;"Martinez, Brendan";1000451,31522973
2017;6;"Martinez, Brendan";1000462,61803561
2018;6;"Martinez, Brendan";1007343,86550921
2019;6;"Martinez, Brendan";1001488,43388588
2020;6;"Martinez, Brendan";1000821,76814422
2021;6;"Martinez, Brendan";1002118,32255451
2017;7;"Martinez, Brendan";1001046,53106337
2018;7;"Martinez, Brendan";1000601,58711221
2019;7;"Martinez, Brendan";1001037,26080146
2020;7;"Martinez, Brendan";1000302,97289066
2021;7;"Martinez, Brendan";1000588,04967037
2017;8;"Martinez, Brendan";1001306,71643238
2018;8;"Martinez, Brendan";1002342,35156401
2019;8;"Martinez, Brendan";1177062,7015626
2020;8;"Martinez, Brendan";1001622,09107288
2021;8;"Martinez, Brendan";1000576,40943254
2017;9;"Martinez, Brendan";1000763,62572858
2018;9;"Martinez, Brendan";1012560,37234154
2019;9;"Martinez, Brendan";1000847,68328305
2020;9;"Martinez, Brendan";1001684,29551718
2021;9;"Martinez, Brendan";1000299,45269495
2017;10;"Martinez, Brendan";1002205,85538495
2018;10;"Martinez, Brendan";1000686,97190473
2019;10;"Martinez, Brendan";1001272,42264857
2020;10;"Martinez, Brendan";1000673,6139673
2021;10;"Martinez, Brendan";1001619,13629246
2017;11;"Martinez, Brendan";1007874,10676901
2018;11;"Martinez, Brendan";1001081,06408709
2019;11;"Martinez, Brendan";1000289,7737852
2020;11;"Martinez, Brendan";1000422,90294839
2021;11;"Martinez, Brendan";1005727,81942144
2017;12;"Martinez, Brendan";1044934,09177277
2018;12;"Martinez, Brendan";1009912,61720529
2019;12;"Martinez, Brendan";1004589,00432241
2020;12;"Martinez, Brendan";1000376,83693511
2021;12;"Martinez, Brendan";1000603,01580055
2017;1;"Aguirre Macias, Jordan";1000330,14909419
2018;1;"Aguirre Macias, Jordan";1000883,77506629
2019;1;"Aguirre Macias, Jordan";1000575,17695275
2020;1;"Aguirre Macias, Jordan";1000713,75970151
2021;1;"Aguirre Macias, Jordan";1000987,1532587
2017;2;"Aguirre Macias, Jordan";1028343,10294467
2018;2;"Aguirre Macias, Jordan";1004372,34345174
2019;2;"Aguirre Macias, Jordan";1000434,92323145
2020;2;"Aguirre Macias, Jordan";1001058,64462298
2021;2;"Aguirre Macias, Jordan";1017365,09052006
2017;3;"Aguirre Macias, Jordan";1000645,83959513
2018;3;"Aguirre Macias, Jordan";1000882,30163153
2019;3;"Aguirre Macias, Jordan";1010053,72529878
2020;3;"Aguirre Macias, Jordan";1000469,85442495
2021;3;"Aguirre Macias, Jordan";1001533,63474821
2017;4;"Aguirre Macias, Jordan";1000724,57365842
2018;4;"Aguirre Macias, Jordan";1000575,46737119
2019;4;"Aguirre Macias, Jordan";1001737,71522971
2020;4;"Aguirre Macias, Jordan";1000549,11925199
2021;4;"Aguirre Macias, Jordan";1001460,36719105
2017;5;"Aguirre Macias, Jordan";1005850,23638972
2018;5;"Aguirre Macias, Jordan";1000826,98896143
2019;5;"Aguirre Macias, Jordan";1000527,71618305
2020;5;"Aguirre Macias, Jordan";1000620,64631072
2021;5;"Aguirre Macias, Jordan";1000661,34604284
2017;6;"Aguirre Macias, Jordan";1000395,70374195
2018;6;"Aguirre Macias, Jordan";1000247,86972047
2019;6;"Aguirre Macias, Jordan";1000829,81237754
2020;6;"Aguirre Macias, Jordan";1001980,91699607
2021;6;"Aguirre Macias, Jordan";1000564,56631306
2017;7;"Aguirre Macias, Jordan";1001071,64793778
2018;7;"Aguirre Macias, Jordan";1000395,39455094
2019;7;"Aguirre Macias, Jordan";1005146,64239597
2020;7;"Aguirre Macias, Jordan";1001071,02419897
2021;7;"Aguirre Macias, Jordan";1037781,6030152
2017;8;"Aguirre Macias, Jordan";1001901,26890609
2018;8;"Aguirre Macias, Jordan";1006548,68497768
2019;8;"Aguirre Macias, Jordan";1000270,07795526
2020;8;"Aguirre Macias, Jordan";1007808,98193475
2021;8;"Aguirre Macias, Jordan";1000177,31305068
2017;9;"Aguirre Macias, Jordan";1005154,97345353
2018;9;"Aguirre Macias, Jordan";1000638,99782533
2019;9;"Aguirre Macias, Jordan";1001807,12422479
2020;9;"Aguirre Macias, Jordan";1000697,80890193
2021;9;"Aguirre Macias, Jordan";1001044,3727225
2017;10;"Aguirre Macias, Jordan";1001240,12195375
2018;10;"Aguirre Macias, Jordan";1000308,11111509
2019;10;"Aguirre Macias, Jordan";1000902,69320725
2020;10;"Aguirre Macias, Jordan";1000458,57944893
2021;10;"Aguirre Macias, Jordan";1004764,42785525
2017;11;"Aguirre Macias, Jordan";1000505,1363195
2018;11;"Aguirre Macias, Jordan";1009573,10949635
2019;11;"Aguirre Macias, Jordan";1002797,39840969
2020;11;"Aguirre Macias, Jordan";1000416,08284184
2021;11;"Aguirre Macias, Jordan";1001624,02081651
2017;12;"Aguirre Macias, Jordan";1009763,80830439
2018;12;"Aguirre Macias, Jordan";1000826,09059095
2019;12;"Aguirre Macias, Jordan";1037430,26103005
2020;12;"Aguirre Macias, Jordan";1006011,84551323
2021;12;"Aguirre Macias, Jordan";1000879,78874147
2017;1;"Garcia, Hugo";1000545,20085264
2018;1;"Garcia, Hugo";1000317,13215487
2019;1;"Garcia, Hugo";1000926,35082482
2020;1;"Garcia, Hugo";1004923,60311983
2021;1;"Garcia, Hugo";1000224,41984657
2017;2;"Garcia, Hugo";1001686,57231409
2018;2;"Garcia, Hugo";1011153,65669048
2019;2;"Garcia, Hugo";1001613,60433371
2020;2;"Garcia, Hugo";1007132,90459146
2021;2;"Garcia, Hugo";2143179,03556875
2017;3;"Garcia, Hugo";1000488,25542786
2018;3;"Garcia, Hugo";1000599,41308546
2019;3;"Garcia, Hugo";1001343,22955804
2020;3;"Garcia, Hugo";1000304,35092123
2021;3;"Garcia, Hugo";1002659,27951509
2017;4;"Garcia, Hugo";1000891,88654275
2018;4;"Garcia, Hugo";1002785,24105602
2019;4;"Garcia, Hugo";1000575,73794465
2020;4;"Garcia, Hugo";1001906,92689876
2021;4;"Garcia, Hugo";1012839,13380357
2017;5;"Garcia, Hugo";1000361,25896685
2018;5;"Garcia, Hugo";1068122,21975855
2019;5;"Garcia, Hugo";1000962,16745892
2020;5;"Garcia, Hugo";1001450,77248186
2021;5;"Garcia, Hugo";1000259,56192979
2017;6;"Garcia, Hugo";1001049,84537845
2018;6;"Garcia, Hugo";1001130,29617161
2019;6;"Garcia, Hugo";1000393,22532718
2020;6;"Garcia, Hugo";1006297,85006874
2021;6;"Garcia, Hugo";1000678,32051334
2017;7;"Garcia, Hugo";1001926,86455745
2018;7;"Garcia, Hugo";1000435,69271903
2019;7;"Garcia, Hugo";1000422,19914489
2020;7;"Garcia, Hugo";1000474,50333325
2021;7;"Garcia, Hugo";1000153,2721166
2017;8;"Garcia, Hugo";1000819,22840148
2018;8;"Garcia, Hugo";1001026,18625724
2019;8;"Garcia, Hugo";1001889,14869533
2020;8;"Garcia, Hugo";1016467,28853047
2021;8;"Garcia, Hugo";1000922,17878354
2017;9;"Garcia, Hugo";1001112,29778545
2018;9;"Garcia, Hugo";1001350,20882696
2019;9;"Garcia, Hugo";1001509,50009561
2020;9;"Garcia, Hugo";1010453,39386289
2021;9;"Garcia, Hugo";1000330,73396807
2017;10;"Garcia, Hugo";1000754,80861749
2018;10;"Garcia, Hugo";1001090,42630349
2019;10;"Garcia, Hugo";1001378,90616355
2020;10;"Garcia, Hugo";1001683,06944787
2021;10;"Garcia, Hugo";1000352,54249819
2017;11;"Garcia, Hugo";1001312,67557341
2018;11;"Garcia, Hugo";1001916,86874529
2019;11;"Garcia, Hugo";1000291,47711028
2020;11;"Garcia, Hugo";1000181,92377372
2021;11;"Garcia, Hugo";1000221,00678047
2017;12;"Garcia, Hugo";1001035,74703061
2018;12;"Garcia, Hugo";1000486,38629488
2019;12;"Garcia, Hugo";1001797,45409689
2020;12;"Garcia, Hugo";1002821,55853201
2021;12;"Garcia, Hugo";1000882,30960246
2017;1;"Ceballos, Edgar";1000468,75303139
2018;1;"Ceballos, Edgar";1004096,10521008
2019;1;"Ceballos, Edgar";1005717,85770317
2020;1;"Ceballos, Edgar";1001674,9966576
2021;1;"Ceballos, Edgar";1001048,53538092
2017;2;"Ceballos, Edgar";1000320,99669186
2018;2;"Ceballos, Edgar";1017965,26339714
2019;2;"Ceballos, Edgar";1000466,87055405
2020;2;"Ceballos, Edgar";1000500,20815372
2021;2;"Ceballos, Edgar";1017719,27830275
2017;3;"Ceballos, Edgar";1000288,68964857
2018;3;"Ceballos, Edgar";1000489,85890469
2019;3;"Ceballos, Edgar";1000937,28054155
2020;3;"Ceballos, Edgar";1000140,20889168
2021;3;"Ceballos, Edgar";1000356,88292444
2017;4;"Ceballos, Edgar";1000506,73013232
2018;4;"Ceballos, Edgar";1000225,60570916
2019;4;"Ceballos, Edgar";1000395,8638511
2020;4;"Ceballos, Edgar";1011533,97738105
2021;4;"Ceballos, Edgar";1303178,37632292
2017;5;"Ceballos, Edgar";1000875,73480179
2018;5;"Ceballos, Edgar";1001638,09259694
2019;5;"Ceballos, Edgar";1001179,36479569
2020;5;"Ceballos, Edgar";1002094,6969405
2021;5;"Ceballos, Edgar";1000305,78970954
2017;6;"Ceballos, Edgar";1000627,58507955
2018;6;"Ceballos, Edgar";1000152,21891233
2019;6;"Ceballos, Edgar";1000629,48374555
2020;6;"Ceballos, Edgar";1001660,52072501
2021;6;"Ceballos, Edgar";1001334,29189183
2017;7;"Ceballos, Edgar";1002823,56861118
2018;7;"Ceballos, Edgar";1005697,94106958
2019;7;"Ceballos, Edgar";1000379,4656775
2020;7;"Ceballos, Edgar";1000521,4932534
2021;7;"Ceballos, Edgar";1014750,17512585
2017;8;"Ceballos, Edgar";1001115,27566953
2018;8;"Ceballos, Edgar";1000805,22568639
2019;8;"Ceballos, Edgar";1002025,36963157
2020;8;"Ceballos, Edgar";1000150,75989414
2021;8;"Ceballos, Edgar";1000371,78393677
2017;9;"Ceballos, Edgar";1002534,06143424
2018;9;"Ceballos, Edgar";1000291,42374943
2019;9;"Ceballos, Edgar";1000936,06493144
2020;9;"Ceballos, Edgar";1000709,12549406
2021;9;"Ceballos, Edgar";1000547,32012351
2017;10;"Ceballos, Edgar";1000706,12548767
2018;10;"Ceballos, Edgar";1001271,26509394
2019;10;"Ceballos, Edgar";1003033,33321535
2020;10;"Ceballos, Edgar";1000289,98945708
2021;10;"Ceballos, Edgar";1079987,53927214
2017;11;"Ceballos, Edgar";1000280,71936196
2018;11;"Ceballos, Edgar";1004134,96791313
2019;11;"Ceballos, Edgar";1000469,27945554
2020;11;"Ceballos, Edgar";1005720,73092569
2021;11;"Ceballos, Edgar";1001535,38939124
2017;12;"Ceballos, Edgar";1000852,43052022
2018;12;"Ceballos, Edgar";1001319,75491646
2019;12;"Ceballos, Edgar";1007923,65369807
2020;12;"Ceballos, Edgar";1000893,57836548
2021;12;"Ceballos, Edgar";1000438,05273458
2017;1;"Gonzalez, Elia";1001701,91893077
2018;1;"Gonzalez, Elia";1009535,7810305
2019;1;"Gonzalez, Elia";1003096,53095303
2020;1;"Gonzalez, Elia";1000530,90335438
2021;1;"Gonzalez, Elia";1000992,27945316
2017;2;"Gonzalez, Elia";1005985,71560873
2018;2;"Gonzalez, Elia";1001671,00918489
2019;2;"Gonzalez, Elia";1000242,51456023
2020;2;"Gonzalez, Elia";1000425,07667505
2021;2;"Gonzalez, Elia";1001723,65110016
2017;3;"Gonzalez, Elia";1000177,10541664
2018;3;"Gonzalez, Elia";1003986,66892001
2019;3;"Gonzalez, Elia";1004409,30045618
2020;3;"Gonzalez, Elia";1000384,09994541
2021;3;"Gonzalez, Elia";1002693,99046174
2017;4;"Gonzalez, Elia";1001031,25920769
2018;4;"Gonzalez, Elia";1001100,60138422
2019;4;"Gonzalez, Elia";1004601,37457469
2020;4;"Gonzalez, Elia";1000640,91112892
2021;4;"Gonzalez, Elia";1000988,51809611
2017;5;"Gonzalez, Elia";1088191,36717274
2018;5;"Gonzalez, Elia";1111117,25188698
2019;5;"Gonzalez, Elia";1001531,2600828
2020;5;"Gonzalez, Elia";1006197,82405696
2021;5;"Gonzalez, Elia";1000284,0881746
2017;6;"Gonzalez, Elia";1000699,72237707
2018;6;"Gonzalez, Elia";1000210,56922578
2019;6;"Gonzalez, Elia";1000478,14632952
2020;6;"Gonzalez, Elia";1002143,78594246
2021;6;"Gonzalez, Elia";1000447,05303383
2017;7;"Gonzalez, Elia";1000191,67723087
2018;7;"Gonzalez, Elia";1038199,0580211
2019;7;"Gonzalez, Elia";1004591,27834829
2020;7;"Gonzalez, Elia";1005463,36530884
2021;7;"Gonzalez, Elia";1021816,05448902
2017;8;"Gonzalez, Elia";1019051,50557274
2018;8;"Gonzalez, Elia";1001548,1296711
2019;8;"Gonzalez, Elia";1001987,57881825
2020;8;"Gonzalez, Elia";1000623,23441853
2021;8;"Gonzalez, Elia";1022085,47170273
2017;9;"Gonzalez, Elia";1000659,00948357
2018;9;"Gonzalez, Elia";1000340,11424268
2019;9;"Gonzalez, Elia";1000332,62364326
2020;9;"Gonzalez, Elia";1002346,84011793
2021;9;"Gonzalez, Elia";1000500,84538493
2017;10;"Gonzalez, Elia";1028107,76924076
2018;10;"Gonzalez, Elia";1001109,12893506
2019;10;"Gonzalez, Elia";1005308,28446934
2020;10;"Gonzalez, Elia";1019939,47343354
2021;10;"Gonzalez, Elia";1000855,3726355
2017;11;"Gonzalez, Elia";1026641,1963973
2018;11;"Gonzalez, Elia";1006091,34482432
